fact_id,date_key,airport_key,region_key,country_key,passenger_key,flight_status_key,flight_record_count,delayed_flag,cancelled_flag,ontime_flag
75,28,75,60,25,75,3,1,0,1,0
76,69,76,61,34,76,3,1,0,1,0
77,70,77,62,35,77,1,1,0,0,1
78,71,78,63,36,78,3,1,0,1,0
79,72,79,14,1,79,3,1,0,1,0
80,57,80,64,1,80,1,1,0,0,1
81,73,81,14,1,81,1,1,0,0,1
82,74,61,28,2,82,1,1,0,0,1
83,12,82,65,37,83,1,1,0,0,1
84,75,83,19,1,84,1,1,0,0,1
85,76,84,66,29,85,3,1,0,1,0
86,77,85,14,1,86,3,1,0,1,0
87,76,86,67,38,87,1,1,0,0,1
88,19,87,28,2,88,2,1,1,0,0
89,78,88,5,1,89,1,1,0,0,1
90,79,89,68,39,90,2,1,1,0,0
91,80,90,38,26,91,3,1,0,1,0
92,81,91,69,40,92,2,1,1,0,0
93,82,92,70,41,93,1,1,0,0,1
94,53,93,71,1,94,3,1,0,1,0
95,83,94,72,26,95,2,1,1,0,0
96,84,95,51,1,96,1,1,0,0,1
97,85,96,73,11,97,3,1,0,1,0
98,86,97,74,42,98,2,1,1,0,0
99,61,98,75,1,99,3,1,0,1,0
100,55,99,76,6,100,1,1,0,0,1
101,76,100,77,23,101,2,1,1,0,0
102,87,101,78,43,102,1,1,0,0,1
103,88,102,79,1,103,3,1,0,1,0
104,89,103,80,44,104,3,1,0,1,0
105,90,104,81,1,105,3,1,0,1,0
106,91,105,82,45,106,1,1,0,0,1
107,92,106,83,45,107,2,1,1,0,0
108,63,107,31,23,108,3,1,0,1,0
109,93,108,84,23,109,3,1,0,1,0
110,94,109,85,46,110,2,1,1,0,0
111,95,110,50,1,111,1,1,0,0,1
112,96,111,86,13,112,2,1,1,0,0
113,97,112,87,23,113,2,1,1,0,0
114,98,113,0,47,114,1,1,0,0,1
115,99,114,88,23,115,1,1,0,0,1
116,100,115,89,2,116,2,1,1,0,0
117,101,116,90,5,117,1,1,0,0,1
118,102,117,91,13,118,3,1,0,1,0
119,103,118,0,23,119,2,1,1,0,0
120,104,119,31,23,120,3,1,0,1,0
121,105,120,92,13,121,3,1,0,1,0
122,27,121,93,42,122,3,1,0,1,0
123,78,122,94,4,123,3,1,0,1,0
124,98,123,95,48,124,3,1,0,1,0
125,106,124,96,32,125,2,1,1,0,0
126,107,125,97,26,126,1,1,0,0,1
127,108,126,7,4,127,1,1,0,0,1
128,109,127,98,23,128,2,1,1,0,0
129,110,128,99,49,129,2,1,1,0,0
130,111,129,100,50,130,3,1,0,1,0
131,112,130,101,1,131,2,1,1,0,0
132,113,131,102,10,132,3,1,0,1,0
133,114,132,103,42,133,3,1,0,1,0
134,26,73,0,4,134,3,1,0,1,0
135,66,133,44,10,135,2,1,1,0,0
136,115,134,104,1,136,1,1,0,0,1
137,116,135,44,10,137,1,1,0,0,1
138,117,136,44,10,138,2,1,1,0,0
139,118,137,104,1,139,1,1,0,0,1
140,119,138,105,51,140,3,1,0,1,0
141,120,139,0,52,141,3,1,0,1,0
142,112,140,106,7,142,1,1,0,0,1
143,121,141,88,23,143,1,1,0,0,1
144,79,142,107,41,144,1,1,0,0,1
145,4,143,108,4,145,1,1,0,0,1
146,91,144,109,1,146,2,1,1,0,0
147,122,145,79,1,147,2,1,1,0,0
148,60,146,38,26,148,2,1,1,0,0
149,49,147,44,10,149,1,1,0,0,1
150,53,148,110,53,150,1,1,0,0,1
151,123,149,111,40,151,2,1,1,0,0
152,124,150,1,1,152,1,1,0,0,1
153,125,151,50,1,153,3,1,0,1,0
154,126,152,112,25,154,3,1,0,1,0
155,127,153,0,52,155,3,1,0,1,0
156,128,154,0,39,156,3,1,0,1,0
157,129,155,113,10,157,1,1,0,0,1
158,130,156,114,1,158,2,1,1,0,0
159,131,157,115,23,159,1,1,0,0,1
160,132,158,1,1,160,2,1,1,0,0
161,38,159,102,10,161,1,1,0,0,1
162,133,160,116,1,162,2,1,1,0,0
163,134,161,117,42,163,3,1,0,1,0
164,135,162,118,11,164,3,1,0,1,0
165,136,163,115,23,165,1,1,0,0,1
166,137,164,119,54,166,1,1,0,0,1
167,138,165,120,55,167,3,1,0,1,0
168,139,166,121,56,168,2,1,1,0,0
169,140,167,122,1,169,3,1,0,1,0
170,141,168,31,23,170,3,1,0,1,0
171,142,169,0,1,171,3,1,0,1,0
172,96,170,123,4,172,1,1,0,0,1
173,6,171,124,1,173,1,1,0,0,1
174,143,172,21,15,174,3,1,0,1,0
175,144,173,125,32,175,3,1,0,1,0
176,145,174,79,1,176,2,1,1,0,0
177,146,175,126,57,177,1,1,0,0,1
178,147,176,0,55,178,2,1,1,0,0
179,148,177,5,1,179,3,1,0,1,0
180,98,178,127,58,180,1,1,0,0,1
181,71,179,128,2,181,2,1,1,0,0
182,149,180,129,17,182,2,1,1,0,0
183,150,181,130,59,183,3,1,0,1,0
184,151,182,131,52,184,1,1,0,0,1
185,149,183,132,39,185,3,1,0,1,0
186,152,184,28,2,186,1,1,0,0,1
187,153,185,133,60,187,1,1,0,0,1
188,72,186,134,61,188,2,1,1,0,0
189,154,187,135,25,189,3,1,0,1,0
190,155,188,136,15,190,1,1,0,0,1
191,122,189,137,62,191,2,1,1,0,0
192,156,190,138,2,192,3,1,0,1,0
193,157,191,139,63,193,1,1,0,0,1
194,29,192,17,2,194,3,1,0,1,0
195,105,193,140,64,195,3,1,0,1,0
196,106,194,141,1,196,2,1,1,0,0
197,104,195,142,65,197,1,1,0,0,1
198,158,196,143,66,198,3,1,0,1,0
199,159,197,13,10,199,1,1,0,0,1
200,160,198,144,26,200,1,1,0,0,1
201,161,199,38,26,201,1,1,0,0,1
202,162,200,4,2,202,1,1,0,0,1
203,132,201,104,1,203,1,1,0,0,1
204,163,202,145,67,204,2,1,1,0,0
205,69,203,146,1,205,1,1,0,0,1
206,164,204,102,10,206,1,1,0,0,1
207,165,205,102,10,207,2,1,1,0,0
208,136,25,22,1,208,3,1,0,1,0
209,166,206,147,64,209,1,1,0,0,1
210,21,207,148,32,210,1,1,0,0,1
211,107,208,149,48,211,2,1,1,0,0
212,153,209,102,10,212,2,1,1,0,0
213,72,210,124,1,213,3,1,0,1,0
214,46,211,34,10,214,1,1,0,0,1
215,113,212,150,68,215,1,1,0,0,1
216,167,213,128,2,216,3,1,0,1,0
217,168,214,4,2,217,3,1,0,1,0
218,105,215,64,1,218,1,1,0,0,1
219,169,216,28,2,219,2,1,1,0,0
220,98,217,71,1,220,3,1,0,1,0
221,14,218,116,1,221,3,1,0,1,0
222,77,219,151,69,222,1,1,0,0,1
223,164,220,152,13,223,1,1,0,0,1
224,97,221,153,26,224,2,1,1,0,0
225,170,222,154,70,225,2,1,1,0,0
226,171,223,6,4,226,1,1,0,0,1
227,172,224,155,23,227,1,1,0,0,1
228,173,225,156,71,228,2,1,1,0,0
229,174,226,146,1,229,1,1,0,0,1
230,128,227,157,72,230,3,1,0,1,0
231,147,228,158,52,231,1,1,0,0,1
232,154,229,159,23,232,3,1,0,1,0
233,175,230,44,10,233,1,1,0,0,1
234,176,231,160,2,234,2,1,1,0,0
235,123,232,114,1,235,2,1,1,0,0
236,147,233,161,19,236,2,1,1,0,0
237,177,234,0,5,237,3,1,0,1,0
238,16,235,73,11,238,2,1,1,0,0
239,150,236,162,1,239,1,1,0,0,1
240,166,237,163,73,240,3,1,0,1,0
241,178,238,9,2,241,1,1,0,0,1
242,19,239,0,74,242,1,1,0,0,1
243,179,240,1,1,243,2,1,1,0,0
244,163,241,101,1,244,1,1,0,0,1
245,34,242,164,9,245,3,1,0,1,0
246,180,243,139,63,246,2,1,1,0,0
247,181,244,165,75,247,3,1,0,1,0
248,182,245,166,76,248,2,1,1,0,0
249,183,246,167,77,249,1,1,0,0,1
250,184,247,88,23,250,2,1,1,0,0
251,185,248,168,35,251,1,1,0,0,1
252,186,249,169,23,252,3,1,0,1,0
253,187,250,13,10,253,2,1,1,0,0
254,77,251,1,1,254,1,1,0,0,1
255,28,252,170,78,255,2,1,1,0,0
256,29,253,171,79,256,2,1,1,0,0
257,113,254,108,4,257,3,1,0,1,0
258,188,255,15,11,258,2,1,1,0,0
259,189,256,172,11,259,3,1,0,1,0
260,78,257,173,3,260,3,1,0,1,0
261,190,258,50,1,261,1,1,0,0,1
262,156,259,0,5,262,1,1,0,0,1
263,191,260,174,73,263,1,1,0,0,1
264,192,261,98,23,264,2,1,1,0,0
265,40,262,175,13,265,1,1,0,0,1
266,54,263,176,4,266,3,1,0,1,0
267,193,264,13,10,267,1,1,0,0,1
268,188,265,177,32,268,1,1,0,0,1
269,194,266,1,1,269,2,1,1,0,0
270,195,175,126,57,270,1,1,0,0,1
271,84,267,178,1,271,2,1,1,0,0
272,53,268,179,80,272,2,1,1,0,0
273,28,269,53,13,273,1,1,0,0,1
274,196,270,176,4,274,1,1,0,0,1
275,104,73,0,4,275,2,1,1,0,0
276,21,271,180,48,276,2,1,1,0,0
277,63,272,7,4,277,3,1,0,1,0
278,197,273,181,24,278,1,1,0,0,1
279,163,274,182,81,279,3,1,0,1,0
280,186,275,183,13,280,2,1,1,0,0
281,157,183,132,39,281,2,1,1,0,0
282,70,276,113,10,282,2,1,1,0,0
283,31,277,91,13,283,1,1,0,0,1
284,164,278,184,13,284,3,1,0,1,0
285,189,279,185,7,285,1,1,0,0,1
286,192,280,43,1,286,1,1,0,0,1
287,198,281,186,9,287,1,1,0,0,1
288,199,282,138,2,288,2,1,1,0,0
289,200,283,1,1,289,2,1,1,0,0
290,201,284,187,13,290,1,1,0,0,1
291,187,285,188,82,291,1,1,0,0,1
292,119,148,110,53,292,1,1,0,0,1
293,10,286,189,26,293,3,1,0,1,0
294,202,287,190,42,294,2,1,1,0,0
295,179,288,191,11,295,3,1,0,1,0
296,188,289,4,2,296,3,1,0,1,0
297,201,290,192,1,297,3,1,0,1,0
298,162,291,193,23,298,3,1,0,1,0
299,171,292,46,1,299,2,1,1,0,0
300,203,293,194,17,300,2,1,1,0,0
301,123,294,163,73,301,1,1,0,0,1
302,152,295,195,1,302,1,1,0,0,1
303,110,296,196,26,303,3,1,0,1,0
304,204,297,197,1,304,2,1,1,0,0
305,104,298,198,83,305,1,1,0,0,1
306,205,299,199,84,306,2,1,1,0,0
307,87,300,200,85,307,2,1,1,0,0
308,44,301,201,48,308,1,1,0,0,1
309,190,302,88,23,309,1,1,0,0,1
310,206,303,46,1,310,2,1,1,0,0
311,181,304,202,29,311,1,1,0,0,1
312,207,305,138,2,312,2,1,1,0,0
313,22,306,203,86,313,3,1,0,1,0
314,208,307,204,45,314,3,1,0,1,0
315,42,308,102,10,315,2,1,1,0,0
316,209,309,205,87,316,2,1,1,0,0
317,111,310,1,1,317,3,1,0,1,0
318,210,311,206,88,318,2,1,1,0,0
319,15,312,46,1,319,1,1,0,0,1
320,129,313,207,26,320,1,1,0,0,1
321,45,314,51,1,321,2,1,1,0,0
322,102,315,208,4,322,2,1,1,0,0
323,35,316,44,10,323,2,1,1,0,0
324,211,317,209,70,324,2,1,1,0,0
325,108,318,210,89,325,2,1,1,0,0
326,163,319,0,2,326,2,1,1,0,0
327,187,320,211,45,327,2,1,1,0,0
328,205,321,212,90,328,2,1,1,0,0
329,79,322,91,13,329,1,1,0,0,1
330,4,323,213,79,330,1,1,0,0,1
331,151,324,214,91,331,2,1,1,0,0
332,12,325,215,14,332,2,1,1,0,0
333,212,326,216,25,333,1,1,0,0,1
334,213,327,50,1,334,3,1,0,1,0
335,101,328,217,4,335,3,1,0,1,0
336,214,329,90,5,336,1,1,0,0,1
337,215,330,218,85,337,2,1,1,0,0
338,216,331,219,18,338,2,1,1,0,0
339,91,332,5,1,339,3,1,0,1,0
340,217,333,1,1,340,1,1,0,0,1
341,218,334,220,92,341,3,1,0,1,0
342,36,335,28,2,342,1,1,0,0,1
343,43,336,148,32,343,1,1,0,0,1
344,79,337,221,32,344,3,1,0,1,0
345,118,338,222,75,345,3,1,0,1,0
346,80,339,102,10,346,3,1,0,1,0
347,219,340,88,23,347,1,1,0,0,1
348,65,341,223,93,348,3,1,0,1,0
349,220,342,123,4,349,2,1,1,0,0
350,152,343,123,4,350,3,1,0,1,0
351,103,344,39,1,351,1,1,0,0,1
352,221,345,102,10,352,1,1,0,0,1
353,85,260,174,73,353,3,1,0,1,0
354,83,346,197,1,354,2,1,1,0,0
355,222,347,224,34,355,3,1,0,1,0
356,223,348,113,10,356,1,1,0,0,1
357,24,349,102,10,357,2,1,1,0,0
358,224,350,225,87,358,3,1,0,1,0
359,69,351,192,1,359,2,1,1,0,0
360,225,352,97,26,360,1,1,0,0,1
361,226,353,226,2,361,3,1,0,1,0
362,176,354,0,6,362,3,1,0,1,0
363,134,355,44,10,363,1,1,0,0,1
364,202,356,227,1,364,1,1,0,0,1
365,213,357,108,4,365,1,1,0,0,1
366,227,358,228,26,366,1,1,0,0,1
367,68,359,204,45,367,1,1,0,0,1
368,228,360,229,47,368,1,1,0,0,1
369,229,361,230,13,369,3,1,0,1,0
370,230,362,231,15,370,3,1,0,1,0
371,231,363,1,1,371,2,1,1,0,0
372,232,364,232,13,372,1,1,0,0,1
373,233,365,13,10,373,2,1,1,0,0
374,88,366,102,10,374,3,1,0,1,0
375,60,367,4,2,375,1,1,0,0,1
376,42,368,91,13,376,3,1,0,1,0
377,129,369,233,27,377,3,1,0,1,0
378,234,370,234,94,378,1,1,0,0,1
379,26,371,235,13,379,3,1,0,1,0
380,7,372,236,5,380,3,1,0,1,0
381,235,373,1,1,381,3,1,0,1,0
382,236,374,237,67,382,2,1,1,0,0
383,165,375,4,2,383,3,1,0,1,0
384,237,376,5,1,384,3,1,0,1,0
385,76,377,238,32,385,2,1,1,0,0
386,102,378,239,75,386,1,1,0,0,1
387,53,379,114,1,387,3,1,0,1,0
388,29,380,0,1,388,2,1,1,0,0
389,105,381,123,4,389,2,1,1,0,0
390,238,382,240,76,390,2,1,1,0,0
391,239,383,241,79,391,3,1,0,1,0
392,192,384,128,2,392,2,1,1,0,0
393,196,385,242,95,393,3,1,0,1,0
394,42,386,243,1,394,3,1,0,1,0
395,90,387,13,10,395,1,1,0,0,1
396,30,388,244,4,396,2,1,1,0,0
397,240,389,245,72,397,1,1,0,0,1
398,24,390,2,2,398,2,1,1,0,0
399,241,391,51,1,399,1,1,0,0,1
400,242,392,246,96,400,1,1,0,0,1
401,197,393,247,97,401,3,1,0,1,0
402,107,394,248,65,402,2,1,1,0,0
403,243,395,249,24,403,1,1,0,0,1
404,244,138,105,51,404,1,1,0,0,1
405,155,396,250,60,405,2,1,1,0,0
406,245,397,251,26,406,3,1,0,1,0
407,124,398,252,50,407,1,1,0,0,1
408,105,399,1,1,408,3,1,0,1,0
409,232,400,124,1,409,1,1,0,0,1
410,44,401,5,1,410,2,1,1,0,0
411,195,402,81,1,411,1,1,0,0,1
412,246,403,183,13,412,2,1,1,0,0
413,247,404,116,1,413,1,1,0,0,1
414,99,405,253,98,414,1,1,0,0,1
415,248,406,138,2,415,1,1,0,0,1
416,249,407,254,1,416,2,1,1,0,0
417,65,408,36,25,417,1,1,0,0,1
418,97,409,5,1,418,3,1,0,1,0
419,141,410,255,28,419,2,1,1,0,0
420,40,411,115,23,420,1,1,0,0,1
421,160,412,94,4,421,3,1,0,1,0
422,243,413,104,1,422,2,1,1,0,0
423,88,414,256,13,423,1,1,0,0,1
424,250,415,257,8,424,3,1,0,1,0
425,149,416,176,4,425,1,1,0,0,1
426,240,417,161,19,426,3,1,0,1,0
427,7,418,113,10,427,3,1,0,1,0
428,112,419,13,10,428,3,1,0,1,0
429,99,420,90,5,429,1,1,0,0,1
430,95,421,258,91,430,1,1,0,0,1
431,251,422,259,99,431,3,1,0,1,0
432,4,423,260,54,432,1,1,0,0,1
433,59,424,0,46,433,3,1,0,1,0
434,252,425,261,100,434,3,1,0,1,0
435,242,426,262,15,435,1,1,0,0,1
436,253,427,89,2,436,1,1,0,0,1
437,21,428,263,75,437,3,1,0,1,0
438,254,429,264,101,438,1,1,0,0,1
439,255,430,265,82,439,3,1,0,1,0
440,91,431,13,10,440,1,1,0,0,1
441,57,432,1,1,441,2,1,1,0,0
442,256,433,266,11,442,2,1,1,0,0
443,257,47,39,1,443,3,1,0,1,0
444,258,434,4,2,444,3,1,0,1,0
445,108,435,91,13,445,1,1,0,0,1
446,28,436,267,30,446,3,1,0,1,0
447,108,437,102,10,447,1,1,0,0,1
448,259,438,12,9,448,3,1,0,1,0
449,235,439,115,23,449,2,1,1,0,0
450,229,440,268,102,450,2,1,1,0,0
451,260,441,269,103,451,2,1,1,0,0
452,77,442,4,2,452,1,1,0,0,1
453,27,443,160,2,453,3,1,0,1,0
454,246,387,13,10,454,2,1,1,0,0
455,261,444,116,1,455,2,1,1,0,0
456,33,445,270,23,456,2,1,1,0,0
457,77,446,0,4,457,1,1,0,0,1
458,25,447,0,75,458,2,1,1,0,0
459,91,448,271,1,459,1,1,0,0,1
460,82,449,272,1,460,1,1,0,0,1
461,102,450,0,5,461,2,1,1,0,0
462,4,451,273,39,462,3,1,0,1,0
463,262,452,274,45,463,2,1,1,0,0
464,180,453,275,36,464,2,1,1,0,0
465,133,454,39,1,465,3,1,0,1,0
466,263,455,276,91,466,2,1,1,0,0
467,86,456,0,4,467,1,1,0,0,1
468,189,457,277,13,468,1,1,0,0,1
469,82,458,0,10,469,3,1,0,1,0
470,227,459,1,1,470,3,1,0,1,0
471,264,460,278,15,471,3,1,0,1,0
472,265,461,279,95,472,1,1,0,0,1
473,118,462,280,104,473,2,1,1,0,0
474,266,463,281,4,474,1,1,0,0,1
475,33,464,282,26,475,1,1,0,0,1
476,236,465,283,39,476,2,1,1,0,0
477,267,466,284,105,477,1,1,0,0,1
478,268,467,90,5,478,3,1,0,1,0
479,269,468,1,1,479,3,1,0,1,0
480,270,469,115,23,480,1,1,0,0,1
481,2,470,128,2,481,3,1,0,1,0
482,59,471,285,1,482,2,1,1,0,0
483,22,472,13,10,483,2,1,1,0,0
484,175,473,138,2,484,3,1,0,1,0
485,201,474,286,102,485,2,1,1,0,0
486,237,475,197,1,486,1,1,0,0,1
487,44,476,287,65,487,1,1,0,0,1
488,186,477,75,1,488,1,1,0,0,1
489,243,478,288,42,489,1,1,0,0,1
490,4,479,88,23,490,2,1,1,0,0
491,271,480,289,52,491,2,1,1,0,0
492,38,481,102,10,492,3,1,0,1,0
493,251,482,290,44,493,3,1,0,1,0
494,4,483,291,59,494,1,1,0,0,1
495,101,484,292,13,495,2,1,1,0,0
496,69,485,293,69,496,2,1,1,0,0
497,149,486,294,4,497,2,1,1,0,0
498,134,487,295,96,498,1,1,0,0,1
499,272,488,296,59,499,1,1,0,0,1
500,273,489,297,1,500,1,1,0,0,1
501,71,490,243,1,501,1,1,0,0,1
502,136,491,180,48,502,3,1,0,1,0
503,122,492,298,1,503,1,1,0,0,1
504,274,380,0,1,504,1,1,0,0,1
505,196,493,5,1,505,2,1,1,0,0
506,275,494,0,23,506,1,1,0,0,1
507,37,495,298,1,507,2,1,1,0,0
508,238,496,146,1,508,1,1,0,0,1
509,276,497,299,25,509,2,1,1,0,0
510,264,498,190,42,510,2,1,1,0,0
511,83,499,0,5,511,3,1,0,1,0
512,168,500,300,21,512,3,1,0,1,0
513,277,501,98,23,513,3,1,0,1,0
514,278,502,301,106,514,1,1,0,0,1
515,72,503,302,15,515,2,1,1,0,0
516,279,504,0,5,516,2,1,1,0,0
517,138,505,303,15,517,1,1,0,0,1
518,280,103,80,44,518,1,1,0,0,1
519,54,119,31,23,519,3,1,0,1,0
520,178,506,304,52,520,2,1,1,0,0
521,281,507,6,4,521,1,1,0,0,1
522,259,508,305,107,522,1,1,0,0,1
523,38,509,173,3,523,1,1,0,0,1
524,88,510,44,10,524,1,1,0,0,1
525,282,511,9,2,525,3,1,0,1,0
526,283,512,306,1,526,2,1,1,0,0
527,212,513,187,13,527,1,1,0,0,1
528,85,514,176,4,528,1,1,0,0,1
529,224,515,38,26,529,3,1,0,1,0
530,117,516,307,15,530,1,1,0,0,1
531,284,517,308,1,531,3,1,0,1,0
532,285,518,309,52,532,2,1,1,0,0
533,222,519,310,1,533,3,1,0,1,0
534,107,520,36,25,534,1,1,0,0,1
535,245,521,311,94,535,3,1,0,1,0
536,45,522,312,108,536,2,1,1,0,0
537,286,523,1,1,537,3,1,0,1,0
538,35,524,124,1,538,3,1,0,1,0
539,124,525,34,10,539,2,1,1,0,0
540,287,526,104,1,540,1,1,0,0,1
541,288,527,313,18,541,2,1,1,0,0
542,187,528,270,23,542,2,1,1,0,0
543,122,529,245,72,543,1,1,0,0,1
544,289,530,208,4,544,3,1,0,1,0
545,163,531,314,9,545,3,1,0,1,0
546,89,532,315,55,546,2,1,1,0,0
547,290,533,316,109,547,2,1,1,0,0
548,277,534,0,110,548,1,1,0,0,1
549,291,535,317,92,549,2,1,1,0,0
550,119,536,318,102,550,2,1,1,0,0
551,221,537,51,1,551,2,1,1,0,0
552,191,538,319,111,552,3,1,0,1,0
553,27,539,320,74,553,2,1,1,0,0
554,292,540,321,13,554,3,1,0,1,0
555,179,541,38,26,555,2,1,1,0,0
556,15,542,298,1,556,1,1,0,0,1
557,293,543,1,1,557,2,1,1,0,0
558,114,179,128,2,558,1,1,0,0,1
559,103,544,322,54,559,1,1,0,0,1
560,289,545,22,1,560,3,1,0,1,0
561,242,546,63,36,561,2,1,1,0,0
562,50,547,0,3,562,1,1,0,0,1
563,130,548,306,1,563,2,1,1,0,0
564,165,549,1,1,564,2,1,1,0,0
565,107,550,323,76,565,2,1,1,0,0
566,113,551,324,76,566,1,1,0,0,1
567,294,552,116,1,567,1,1,0,0,1
568,269,553,325,112,568,2,1,1,0,0
569,183,554,22,1,569,1,1,0,0,1
570,181,555,124,1,570,3,1,0,1,0
571,104,556,113,10,571,2,1,1,0,0
572,295,557,326,113,572,1,1,0,0,1
573,14,558,327,109,573,1,1,0,0,1
574,75,559,328,114,574,2,1,1,0,0
575,137,560,329,72,575,2,1,1,0,0
576,294,561,7,4,576,1,1,0,0,1
577,146,562,256,13,577,1,1,0,0,1
578,41,563,330,115,578,2,1,1,0,0
579,17,564,331,14,579,2,1,1,0,0
580,166,565,232,13,580,2,1,1,0,0
581,296,566,69,40,581,1,1,0,0,1
582,186,567,104,1,582,1,1,0,0,1
583,230,568,332,78,583,3,1,0,1,0
584,219,569,333,13,584,1,1,0,0,1
585,240,570,234,94,585,1,1,0,0,1
586,297,571,5,1,586,2,1,1,0,0
587,290,572,31,23,587,2,1,1,0,0
588,97,573,334,96,588,2,1,1,0,0
589,298,574,335,15,589,2,1,1,0,0
590,299,575,336,116,590,2,1,1,0,0
591,300,576,337,117,591,3,1,0,1,0
592,78,577,338,25,592,3,1,0,1,0
593,112,578,339,45,593,3,1,0,1,0
594,255,354,0,6,594,3,1,0,1,0
595,95,579,340,102,595,3,1,0,1,0
596,108,580,341,11,596,2,1,1,0,0
597,165,581,5,1,597,2,1,1,0,0
598,77,582,342,109,598,1,1,0,0,1
599,301,583,343,1,599,3,1,0,1,0
600,225,584,335,15,600,3,1,0,1,0
601,104,585,34,10,601,3,1,0,1,0
602,80,586,344,65,602,3,1,0,1,0
603,280,587,345,67,603,1,1,0,0,1
604,77,588,161,19,604,2,1,1,0,0
605,213,589,17,2,605,1,1,0,0,1
606,199,590,113,10,606,2,1,1,0,0
607,19,591,346,118,607,2,1,1,0,0
608,302,592,347,119,608,2,1,1,0,0
609,170,593,348,68,609,1,1,0,0,1
610,31,594,349,64,610,2,1,1,0,0
611,75,595,34,10,611,2,1,1,0,0
612,255,596,104,1,612,2,1,1,0,0
613,183,597,145,67,613,3,1,0,1,0
614,154,598,309,52,614,3,1,0,1,0
615,303,599,350,60,615,1,1,0,0,1
616,192,600,351,110,616,1,1,0,0,1
617,289,601,352,38,617,2,1,1,0,0
618,118,602,102,10,618,1,1,0,0,1
619,257,603,28,2,619,3,1,0,1,0
620,223,604,90,5,620,2,1,1,0,0
621,107,605,353,5,621,2,1,1,0,0
622,222,606,51,1,622,1,1,0,0,1
623,16,607,0,23,623,2,1,1,0,0
624,35,608,354,31,624,1,1,0,0,1
625,280,609,51,1,625,1,1,0,0,1
626,304,610,125,32,626,3,1,0,1,0
627,305,611,1,1,627,1,1,0,0,1
628,72,612,355,35,628,2,1,1,0,0
629,298,93,71,1,629,1,1,0,0,1
630,213,613,82,45,630,2,1,1,0,0
